Age,Gender,Avg_Daily_Screen_Time_hr,Primary_Device,Exceeded_Recommended_Limit,Educational_to_Recreational_Ratio,Health_Impacts,Urban_or_Rural
12.306311178284957,Male,4.224270040835611,Tablet,True,0.372534178412466,,Urban
13.625183386101446,,4.806735527249645,Laptop,True,0.4082672294057538,None,Urban
15.267232492762293,Male,1.758668718669957,Smartphone,True,0.3095990501984655,,Urban
17.498947347288684,Female,3.9026715210572105,TV,,0.31454764441190736,,Urban
8.808999153697137,Male,0.5365328604495486,Tablet,True,0.39376703643045813,,Urban
8.49927860131297,Male,4.507837980901686,Smartphone,True,0.47198617568010615,Poor Sleep,Urban
15.345549919390214,Female,3.4675119060723323,Tablet,True,0.3201780294651245,None,Urban
11.384322719038288,Male,3.5845217759585513,Smartphone,False,0.4488798901950963,None,Urban
9.924075423394566,Female,6.131834699002221,Tablet,True,0.44823840705690654,"Poor Sleep, Eye Strain",Urban
8.36942831984423,Male,3.181254903125851,Smartphone,True,0.48950274395926513,,Rural
17.189579464835482,Male,6.533246254242871,Smartphone,True,0.3590052275957871,None,Urban
17.116566184179213,,4.156487534827392,Smartphone,True,0.32798109755236027,Eye Strain,Urban
12.782469535903136,Male,4.633565590837671,,True,0.3337674461572453,,Urban
13.775059075250471,Male,2.5444996892998817,Smartphone,True,0.32248557601178157,None,Urban
15.909030252725541,Female,4.843926219492169,Smartphone,True,0.41240885712296765,None,Urban
14.699220575000256,Female,4.513302082513714,Smartphone,True,0.43230172732741345,"Poor Sleep, Eye Strain",Urban
8.980982586920408,,6.3368892982765335,Smartphone,True,0.5796060809716893,"Poor Sleep, Obesity Risk",Urban
16.20317596710899,Female,2.968229244076421,Laptop,True,0.3577592687641298,"Poor Sleep, Obesity Risk",Rural
15.395507291281582,Female,4.929360467081638,Laptop,True,0.4500902344845759,None,Rural
15.232037078331167,Female,4.930230396527168,Smartphone,True,0.424050415671719,,Urban
14.733001378662268,Female,5.1926441832438694,TV,True,0.4341623608984676,None,Urban
10.623670615452802,,9.196994969482443,Smartphone,True,0.5837478498437053,Eye Strain,Rural
8.65161955690492,Female,6.448267625327908,TV,False,0.4960722362720118,None,Urban
9.26805807523816,,3.981948453952508,TV,True,0.5772070836582259,None,Urban
11.858527099883947,Female,4.819935826887712,TV,True,0.34823491027017267,"Poor Sleep, Obesity Risk",Rural
16.939072630502103,Female,3.982652900771933,Laptop,True,0.48987892623990803,None,Urban
13.78063673247281,,,TV,True,0.45431330110189483,"Poor Sleep, Anxiety",Urban
10.734398599310913,Female,5.447810206091716,TV,True,,None,Urban
19.639942222015822,Female,4.614141153311567,Laptop,True,0.4889888461398361,"Poor Sleep, Anxiety, Obesity Risk",Urban
8.099407376582281,,,TV,True,0.5010638197328869,"Poor Sleep, Eye Strain, Obesity Risk",Rural
10.992084901833278,Female,3.1014220844216966,Tablet,False,0.5159702316822214,"Poor Sleep, Eye Strain",Urban
13.735948119437333,Male,4.478574875966252,Smartphone,False,0.45614224347228227,,Urban
,Female,,TV,True,0.3508956425593744,"Poor Sleep, Eye Strain",Urban
7.772523795177081,Male,3.2922667789870204,Smartphone,False,,Anxiety,Urban
11.781287096269988,Male,3.9213621182364164,Smartphone,,0.35543149159844833,"Poor Sleep, Eye Strain",Rural
17.72864539609019,,7.617410552125134,Smartphone,True,0.4165715002553985,"Poor Sleep, Obesity Risk",Rural
13.828217247674035,Male,5.737603403807595,TV,,0.30889303960518355,"Poor Sleep, Eye Strain, Anxiety",Rural
,Male,,Smartphone,,0.36026291285089085,Poor Sleep,Rural
13.788017585919109,Female,5.961222227143194,TV,True,0.5157048838662455,Poor Sleep,Urban
10.441966505253935,Female,2.08742978726159,Smartphone,False,0.37609647542399083,Poor Sleep,Rural
,Female,5.663293819729171,Smartphone,True,0.3369632649460392,"Poor Sleep, Obesity Risk",Urban
15.776905087267675,Male,,TV,True,0.4822335404207624,,Rural
9.744473438593676,Female,5.471326550269477,Smartphone,True,,"Poor Sleep, Eye Strain",Urban
12.007300791239299,Male,3.8537236510157302,Smartphone,True,0.4673296138462887,Eye Strain,Urban
12.643736571271255,Female,4.571813592295465,TV,True,0.27939778692665224,"Poor Sleep, Eye Strain",Urban
12.738845150803638,Female,5.200950491551097,Tablet,,0.45430068886249964,Poor Sleep,Urban
10.799378897768543,Male,,Laptop,True,0.488271089321711,None,
15.364984294151235,Male,6.1203085580289285,TV,False,0.3558408828359718,"Poor Sleep, Eye Strain, Obesity Risk",Rural
12.549843124496924,Male,5.102392795077402,TV,True,0.2977247921348905,Poor Sleep,Urban
15.990349809106757,Male,3.7191456971019314,Smartphone,True,0.3257122588085722,"Poor Sleep, Obesity Risk",Urban
10.890833848238204,Female,3.767120731674982,Smartphone,True,0.5257451746916827,None,Urban
,Male,4.641661823179802,TV,True,0.5845425120883856,None,Urban
,Female,1.5494646191024275,TV,False,0.4572113309014895,"Poor Sleep, Anxiety",Urban
17.925104876054203,Female,4.297893090758425,Smartphone,,0.4537254104526448,"Poor Sleep, Eye Strain",Urban
17.53246543748393,Male,3.6258663735442123,TV,True,,None,Urban
16.667481287058248,Male,5.692585155585136,TV,True,0.5072157384950547,Poor Sleep,Rural
7.376788172088204,,,,True,0.4568475572770298,Obesity Risk,
17.491542825261494,Male,,TV,True,0.3737717118141582,Poor Sleep,Urban
16.53310255237958,Female,5.827703433502866,TV,True,0.4095085865268109,Poor Sleep,Rural
18.492598725910995,Female,5.125364285494379,Smartphone,True,0.42194137399022824,None,
11.396089604601913,Female,4.693190427546233,Smartphone,True,0.4479178480750651,Poor Sleep,Urban
16.407668798756436,Female,5.473181879694125,Tablet,True,0.34520987815809084,Poor Sleep,Urban
8.683754568190661,Male,0.3583162225592398,Laptop,True,0.44396365212668676,None,Rural
9.084783380438076,Male,4.223111649775818,Tablet,True,0.3864179655202813,Eye Strain,Urban
17.40546383349917,Male,3.3158140172329182,Smartphone,True,0.4070672945805614,None,
10.20967476033122,Male,3.3866383499214896,Tablet,True,0.5489073045881613,Poor Sleep,Urban
16.81321169731669,Male,3.9521174241733825,Smartphone,,0.45041822324262176,None,Urban
12.382165458994882,,5.21084881734741,Smartphone,True,0.45361862740193615,"Poor Sleep, Eye Strain, Anxiety",Urban
13.061455117712296,,3.786535253232033,Smartphone,True,0.28476860678135774,"Poor Sleep, Eye Strain",Urban
18.846721580358906,Male,5.4381440777020975,Laptop,True,0.3610300466608176,Poor Sleep,Urban
13.554935069140413,Male,4.691509783561541,Smartphone,True,,"Poor Sleep, Eye Strain",Urban
16.30908949378015,Male,4.7620593003483265,Tablet,True,0.4568530635814529,None,Urban
8.736535176158913,,0.0,TV,True,0.49312058005005793,None,Urban
8.447375235361955,Male,2.258997157245426,Smartphone,True,0.6243497803703603,"Poor Sleep, Obesity Risk",Urban
15.128831245460157,Female,5.912933257230428,Tablet,True,0.2790863154926215,"Poor Sleep, Obesity Risk",Rural
14.971034656833272,Female,6.023179181068984,TV,True,0.4413863480964707,"Poor Sleep, Obesity Risk",Urban
11.390189600421744,Male,5.65663449484097,Laptop,True,0.4531913536163176,Eye Strain,Rural
16.587765035851813,Female,,Smartphone,True,0.5396808232163934,Poor Sleep,Urban
18.6934633470051,Female,5.012463248435338,Smartphone,True,0.41823510040091405,Poor Sleep,Urban
16.329920352390765,Male,3.137624737104617,Laptop,False,0.34836367327919204,Eye Strain,
13.860359474555057,,,Tablet,,,None,Urban
9.936769400509966,Male,4.192448716175647,Smartphone,,0.5286536366874683,"Poor Sleep, Eye Strain",Urban
9.619508353893389,Male,,Smartphone,True,,,Rural
18.22167603375401,Female,3.905487250555461,TV,True,0.297635077458373,Poor Sleep,Urban
14.536653368564904,Male,2.9150708770552702,Smartphone,False,0.40873943955894887,Poor Sleep,Urban
13.712905961421258,Female,4.987534077513718,Smartphone,True,0.4990788363063095,None,Rural
13.735091070020564,Male,4.551048070322972,Tablet,True,0.36089494501886904,None,Urban
12.536891472558409,Male,4.656765324540974,Smartphone,True,0.29138638385065696,Poor Sleep,Rural
17.180817972144567,Female,0.9165049353429651,Smartphone,True,0.4733774068182871,Poor Sleep,Urban
8.445009726175938,Female,3.3546842525690903,TV,,0.42679293771373483,,Rural
13.08295657341079,Female,5.1074249979801385,,True,,None,
18.499730692923574,Male,5.270561230700334,Smartphone,False,0.33725475357111745,Poor Sleep,Urban
10.8276946222977,Female,3.5256744404004356,Smartphone,True,0.44129923597294257,None,Urban
11.924833053436032,,2.192430677729187,Smartphone,,0.4545547850000388,None,Rural
13.177262116141543,Female,,Smartphone,True,0.40628131320514005,"Poor Sleep, Anxiety",Rural
9.311572149869994,Male,3.471586866188325,Laptop,False,0.5043776462456404,None,Urban
17.08331234052152,Female,5.745274153076207,Smartphone,,0.31244267249397895,None,
15.971080428936045,Female,4.745011553897678,TV,True,0.3256858121230933,,Urban
14.065107742357421,Male,8.381779259801945,Laptop,True,0.30463278113651476,"Poor Sleep, Anxiety, Obesity Risk",Urban
9.756831096770446,Female,5.632647010023205,Smartphone,True,0.5612550403139908,"Poor Sleep, Anxiety",Rural
8.523723280263491,Female,1.2113758428327637,Laptop,,0.45677235557218643,Obesity Risk,Urban
8.500229829633245,,5.782968306022014,Laptop,True,0.3744308187101384,None,Urban
8.422350111980005,Female,0.8246430676596742,Smartphone,True,,Anxiety,Urban
12.978156641497595,Male,5.024654345081701,TV,True,0.4490054351955202,"Poor Sleep, Anxiety",Rural
11.890489650571464,Male,4.7559516620797275,Tablet,False,0.3750564274883203,Eye Strain,Urban
7.636696313828716,Female,9.903224930072868,Tablet,False,,Poor Sleep,Urban
8.239303757143578,Female,6.6933305741620535,Smartphone,True,0.474557206580096,,Urban
9.921857841017296,Female,2.928125688866996,TV,True,0.5277290515794524,Anxiety,
14.826037500750886,Female,7.0740860879535,Tablet,True,0.3283672565511436,Poor Sleep,Urban
15.451945122097444,Male,7.764864595866142,TV,False,0.3906803808271938,Poor Sleep,Urban
15.379836798686469,,3.200403701340414,Smartphone,True,0.38261780846890303,None,Rural
16.71766069733037,Male,,Smartphone,False,0.3548336975608341,Poor Sleep,Rural
15.906097965069522,Female,4.489437351987715,Smartphone,,0.37342822622493044,"Poor Sleep, Eye Strain, Anxiety, Obesity Risk",Urban
17.34540100318773,Male,,TV,True,0.3219112592789707,"Poor Sleep, Anxiety, Obesity Risk",Rural
18.609791913103383,Female,,Smartphone,False,0.35660862261330123,None,Rural
10.923155757403547,,5.249217104372686,Smartphone,True,0.4069908822121662,None,Urban
18.940836436057943,Male,5.38963328181063,Smartphone,True,0.42486696454567296,Poor Sleep,Rural
18.366456601409467,Female,6.412692468137506,Smartphone,True,0.36589231699164504,"Poor Sleep, Anxiety",Urban
19.495148611511276,Female,5.839031112952431,Smartphone,True,0.37550757554053227,,Urban
12.997581048973508,Male,3.4056638212331602,,,0.4443339101551172,Eye Strain,Urban
18.091939387331134,Male,5.200688854668074,,True,0.37083710837155565,Poor Sleep,Urban
8.762017899552728,Male,3.3543545819452656,TV,True,0.42158189965212167,None,Rural
18.555113845613086,Female,5.725012272209574,Smartphone,True,0.3805877919755935,Poor Sleep,Urban
14.473536253518622,Male,4.801847123425808,Smartphone,True,0.43273182476546285,Poor Sleep,Urban
12.528690884601737,,4.170523638879014,Smartphone,True,0.446771993922811,,Urban
8.412804365311462,Male,,TV,True,0.45185311846277376,Poor Sleep,Urban
17.567352727189306,Female,7.184621069115364,Smartphone,,0.3952224856413562,"Poor Sleep, Anxiety",Rural
16.95451564997202,Male,,Smartphone,False,,None,Urban
11.89471540181599,Female,4.320703109072235,Smartphone,True,0.5275631422643204,Poor Sleep,Urban
15.213153585365282,Female,6.572665769350046,Smartphone,True,,Poor Sleep,Urban
7.235758694635036,Female,4.2369505227900905,TV,True,0.4427862516290996,,Urban
13.129597409151373,Male,5.672413143930388,,True,0.3158389081645334,Poor Sleep,Urban
8.28898812174005,Female,2.8393218500053408,Smartphone,True,0.520772360589757,"Poor Sleep, Obesity Risk",Urban
,Male,6.536396734036752,Smartphone,True,0.4689412871039509,Poor Sleep,Urban
16.121791375890748,Male,6.136177268028161,,,0.4239400904769904,"Poor Sleep, Eye Strain",
7.492124581968741,Male,2.266960546836593,Tablet,,0.46179770225313327,,Rural
14.601760205607407,Male,2.97701978378589,TV,True,,Poor Sleep,
10.483522800272947,Male,0.9629736971097846,TV,True,0.4536059859644102,,Urban
12.869346322871856,Female,3.651813507461353,,True,0.3833853033873619,None,Urban
11.9440834480778,Male,4.060950870674271,TV,True,0.3934163498291285,Poor Sleep,Rural
19.497293542624085,Female,2.4965218890645806,Smartphone,True,0.47758141566826584,"Poor Sleep, Obesity Risk",
16.799271932322625,,,Smartphone,True,0.5323403704438194,"Poor Sleep, Eye Strain",Urban
9.532687817298083,Female,4.660577972739145,TV,False,0.5064389088485131,"Poor Sleep, Eye Strain",Rural
10.460839487402273,Female,2.2600355804926706,Smartphone,,0.46318088292045434,,Urban
16.97572956979122,Male,4.945322281132016,Smartphone,True,0.41995726745436224,,Urban
9.315794280804266,Male,2.953414585828793,Smartphone,True,0.44837628895090237,"Poor Sleep, Anxiety",Urban
13.825819047205902,Male,4.3085599248131015,TV,True,0.42302828641847756,Poor Sleep,Rural
15.588563263634912,Male,4.022968421926927,Smartphone,True,0.4310877123173351,"Poor Sleep, Anxiety",Urban
,Female,,Laptop,True,0.4565729841209469,None,Urban
,Male,,,True,0.35462662976175213,Poor Sleep,Urban
9.48964532731339,Female,7.20979852454426,Smartphone,True,0.45948781084948065,None,Rural
12.757692887055725,Female,4.84301613393943,Smartphone,True,0.381762129127624,Poor Sleep,Urban
13.303864335173168,Female,4.4532887451166046,TV,True,0.4613596094357544,None,Urban
19.50740629316826,Female,3.835689833096868,TV,True,0.43772094494785646,None,Urban
12.302886149414597,Female,5.259389317758153,Smartphone,False,0.2892714009848594,,Urban
14.654222545333969,Female,1.5858948244856466,Tablet,True,0.29529890487773447,"Poor Sleep, Obesity Risk",Rural
8.404824192450109,Female,10.194153486098493,,True,0.5409896703839993,Poor Sleep,Rural
19.312513334311454,Male,3.3902246067869206,Laptop,True,0.2836937474842675,None,Urban
13.636991349809346,,4.706774852307761,TV,True,0.4621029772096674,Poor Sleep,
7.5566659446650934,Male,4.573124880434847,Smartphone,,0.4561277727230865,None,Urban
9.536781370077826,Male,4.841831175044951,Tablet,True,0.4753605611019062,None,Urban
18.605290796825557,,2.9954858747515907,TV,True,,"Poor Sleep, Eye Strain, Anxiety",Urban
11.821546733734204,Male,4.324736975608536,TV,True,0.365347030982979,"Poor Sleep, Eye Strain",Urban
13.695269883584562,,4.297759663330707,TV,True,0.364999826155561,Poor Sleep,Urban
15.348817158553688,Male,2.732550930121724,,True,0.508652360422788,"Poor Sleep, Anxiety",Urban
12.157522929551893,Male,3.9588185534018425,TV,False,0.3157233264381322,Poor Sleep,Rural
12.982040734936836,Female,6.292080797569903,,True,0.3164744039642335,Poor Sleep,Rural
16.286687418960597,Male,,Smartphone,False,0.40539624028372434,Poor Sleep,
10.080967900426117,,0.0,Smartphone,True,0.5553284957065584,None,
14.97548860143278,Female,5.512127438275044,Smartphone,True,0.35471234765657206,,Urban
15.194531929555364,Male,4.199856104051173,TV,True,0.411422918630902,,Urban
13.547115308262374,Female,2.982222611900102,Tablet,True,0.47093847696706054,Poor Sleep,Urban
17.284160012237326,Male,4.498241061097571,TV,True,0.4374528920918581,Poor Sleep,Rural
14.743051088026654,Male,5.221617369908577,TV,True,0.4366122652609002,,Rural
15.108065740555581,Male,3.9306051414089747,Smartphone,False,0.3201400817568035,None,
,Female,4.774188039823303,TV,,0.48346780933996497,"Poor Sleep, Obesity Risk",Urban
8.920026508540898,Male,6.150348960476994,Smartphone,True,0.5922717722518145,None,Urban
16.32056588147702,Male,4.353637174017958,Tablet,True,0.3992539396824971,Anxiety,Rural
10.933254990967072,Female,5.041992899850337,TV,True,0.44066507378927,"Poor Sleep, Obesity Risk",Urban
11.609096367200308,Female,3.885371562833678,Tablet,True,0.30760894531585875,Eye Strain,Urban
8.267350293893639,Male,,Smartphone,True,0.5344691533468614,"Poor Sleep, Eye Strain",Rural
14.936010696243516,Female,3.485216785192776,Smartphone,True,0.4034558760619433,Obesity Risk,Urban
13.95766352795551,Male,5.020263669224502,,,0.3102558594654807,Eye Strain,Urban
11.920992839207344,Male,4.616648202623443,Smartphone,True,0.330933776345949,None,Urban
14.116059246144765,Female,2.346143094905662,TV,True,0.31127121598568075,,Urban
12.313593536743998,Male,4.814998853852115,Smartphone,False,0.539496371801408,Eye Strain,Rural
,Female,5.321649416270401,Laptop,False,0.5361768298110752,None,Urban
12.87582856302655,Male,,TV,True,0.3909462505928244,Eye Strain,Urban
14.85035353887845,Female,2.788168124659958,TV,True,0.4530928037272708,None,Urban
10.402200504155514,Male,4.354028845009334,Smartphone,True,0.5042105685904286,None,Urban
9.41849515569087,Female,0.0,Smartphone,True,0.5010466156705178,None,Urban
14.69447308651916,Female,2.8977397207077464,Laptop,True,0.40438275247675176,Eye Strain,Urban
9.911890493154482,Female,3.145516776510298,,True,0.506606298290808,Anxiety,Urban
16.60759073725776,Male,3.7841575377745515,Laptop,False,0.4124770183960902,Poor Sleep,Rural
15.472078928885754,Female,,Smartphone,True,0.45453891481160097,"Poor Sleep, Eye Strain, Anxiety, Obesity Risk",Urban
,Male,5.446762763012801,Laptop,False,0.3773773159782899,None,Rural
,,6.172918711085296,Laptop,True,0.42333009749739825,None,Urban
16.363735083156325,Female,3.0113694540445266,Tablet,True,0.3119957661478657,"Poor Sleep, Eye Strain",
17.593277661600737,Male,5.413242857689647,TV,True,0.4256353197513083,Poor Sleep,Urban
16.962837224826032,Female,6.001818144441401,Laptop,True,0.342553336333307,None,Rural
12.785194029378525,Male,,Tablet,,0.3852475428660619,"Poor Sleep, Eye Strain",Rural
14.232308875426625,Male,5.389432486390513,Laptop,True,0.32712029406184,None,Urban
15.097435079380633,Female,5.491559191069037,,True,0.45977263106827065,"Poor Sleep, Anxiety",Rural
,Male,4.25978067015943,TV,True,0.3589387921881281,Anxiety,Urban
16.86840319157073,,4.844231756776336,Smartphone,True,0.532436816279739,"Poor Sleep, Obesity Risk",Urban
8.65765581998038,Female,,TV,True,,Poor Sleep,Urban
11.624822370738622,Female,1.8507270903933988,TV,,0.49818695168531163,Poor Sleep,
,Male,4.6423806217102666,,True,,"Poor Sleep, Eye Strain, Anxiety",Urban
16.064051292340803,Female,3.329936535644059,Smartphone,True,0.3397234192237944,"Poor Sleep, Obesity Risk",
7.527919831923518,Male,2.1738182159789914,Laptop,True,0.4665211759512969,Poor Sleep,Urban
12.72071262826135,Female,5.20463351753702,Laptop,False,,"Poor Sleep, Anxiety",Urban
8.66513885014391,Female,5.281853005566309,Smartphone,False,0.46352633189174647,None,Rural
17.34625484486454,Female,4.775768688604877,Tablet,True,0.39124974004712926,Poor Sleep,Urban
,Female,0.0,Smartphone,,,None,Urban
7.971279103821268,Male,3.63027312938562,Smartphone,,0.4839168677862614,Poor Sleep,Urban
7.3112593967191435,Male,3.0448593386286467,TV,True,0.5570390968475846,"Poor Sleep, Eye Strain",
14.181694238886728,Male,,,True,0.3399444983042972,,Urban
11.259682915360669,Male,5.147012373917235,Smartphone,True,0.4513630373958397,"Poor Sleep, Anxiety",Urban
16.642015138997422,Male,4.251318016126877,Smartphone,True,0.30954679295709636,None,Urban
14.651130371430671,Female,4.013916233385668,Laptop,True,0.39128813126929496,Poor Sleep,
8.107304725480285,Male,3.2035009032578725,Laptop,True,0.6272955836401685,None,Urban
11.421641359485204,Female,4.549779812320891,TV,True,,"Poor Sleep, Anxiety",Urban
14.670508557171411,Male,1.5988572949036464,Smartphone,True,0.4234333126573734,Poor Sleep,Rural
16.754573172648517,Male,3.7002822030711537,Smartphone,True,0.3689331630068109,"Poor Sleep, Eye Strain, Obesity Risk",Urban
12.569016368157431,Male,3.8042099584599,,True,0.31326988646300585,Eye Strain,Urban
13.764819633814245,Female,5.313989116658401,Tablet,True,,"Poor Sleep, Anxiety",Urban
12.027750399433373,Male,5.74264523700028,Smartphone,True,0.4779711803629038,Eye Strain,Urban
10.070497487666083,Male,7.138747679774944,Smartphone,True,0.4726266982168325,None,Urban
,Male,3.6659296182549825,Smartphone,True,0.3324747328053669,Eye Strain,Urban
12.633563143338298,Female,5.635529660341961,Laptop,,0.3078966333686697,Poor Sleep,Urban
16.057078654331224,Male,,Smartphone,True,0.3802133173572509,,
11.891006423729449,Female,4.374498696310306,Laptop,True,0.30695666312887315,None,Rural
12.073807363664688,Female,5.607344662736462,,True,0.27644195156124424,None,Urban
8.937015528884018,Female,5.136958304052303,TV,True,0.41944584981066785,Poor Sleep,Rural
8.101880102116148,Female,6.464519588526833,TV,True,0.5011864884047912,None,Urban
,Male,,Smartphone,False,0.39195655280665,None,Rural
11.591610493890343,,4.372263147560548,Laptop,True,,Poor Sleep,Urban
15.143175764330337,Male,,Smartphone,,0.3536887800931209,None,Rural
15.762510320880294,Female,4.253382622534965,Smartphone,True,0.3540936254805673,Poor Sleep,
10.790323219211981,Female,6.937443011216862,Tablet,True,0.39137619891031344,Poor Sleep,Urban
10.662536505811822,Male,4.587675197879582,Tablet,True,0.4686752989654629,,Urban
12.431144373854039,Male,4.646632041161372,Smartphone,True,0.393474606552775,Eye Strain,Rural
18.407495875385095,Female,5.483516755636567,TV,True,0.4491403218007695,,Rural
,,5.479435975480041,Smartphone,True,0.3240111869355399,None,Rural
10.265118426345751,Female,,Laptop,True,,"Poor Sleep, Anxiety",Urban
14.103015520328412,Female,7.577721126093761,Smartphone,True,0.3918919044792547,None,Urban
7.442588062517085,Female,6.163436819143814,Tablet,True,0.36006428781461186,Poor Sleep,Urban
12.057626339083628,Male,4.070736751995329,Smartphone,True,0.40164463269226447,None,Urban
14.52150887969076,Female,4.852489406348271,Smartphone,False,0.37703241069752774,,Urban
9.780831892848518,,0.0,Tablet,True,0.5149643080257225,None,Urban
14.22265803810393,Male,,,True,0.37349526009597867,Eye Strain,Urban
16.03154324225907,Male,4.1217884209052125,Smartphone,True,0.3073609012355384,Poor Sleep,
16.05419340321052,Male,3.6831861860416346,TV,True,0.4347647240504322,Poor Sleep,Urban
,Male,,Laptop,True,0.35264189844802085,None,Rural
9.794949956021648,Male,2.2267176007510177,Laptop,True,0.4784246397783577,"Poor Sleep, Eye Strain, Anxiety",
15.878734863702997,Female,5.6418884309103365,TV,True,0.41091522822898474,"Poor Sleep, Eye Strain",Urban
8.43979680882907,Male,6.0361950786487055,Tablet,False,0.3988662054932117,None,Urban
,Male,,Smartphone,True,0.3268415824303527,None,Urban
13.488434986518488,Male,4.895796157371871,Smartphone,True,0.39061770205465085,None,Rural
10.251160662302071,Male,5.798563062412815,Smartphone,True,0.3607863999802212,Poor Sleep,Urban
15.493989316010294,Female,,Smartphone,,0.41415865133095714,Eye Strain,Urban
12.11180682092666,Female,5.2826925132677856,Smartphone,True,0.32022821325877693,None,
9.056622825712052,Female,2.7615513482758325,,False,0.5581301480526999,,
15.915891523995182,Female,,Laptop,False,0.36103826446835136,"Poor Sleep, Anxiety",Urban
18.24952856476272,Male,5.517537205144774,Smartphone,True,0.4441961534719499,Poor Sleep,Rural
12.637858141581765,,8.298506402024925,Smartphone,True,0.43332244332021774,,Urban
14.231260378434486,,5.070904212625375,,True,0.309725761218955,None,Urban
17.26232104489319,Female,,Tablet,True,0.4118951230720314,None,Rural
,Female,,Tablet,True,0.5914372008370308,None,Rural
15.238618406327712,Male,4.071087321273825,TV,True,0.34276588375118366,"Poor Sleep, Eye Strain, Anxiety",Urban
14.180916114360286,Female,3.9830860736637197,Smartphone,True,,"Poor Sleep, Eye Strain",Rural
11.003989241353198,Female,4.164731810775185,Smartphone,True,0.3524010896222065,Eye Strain,Urban
11.099828032689592,Female,4.360488479513913,,False,0.49491780196433244,None,Rural
10.506758615837079,Female,4.669383235021528,TV,True,0.4120209491128112,None,Urban
18.214610277068388,,4.2260453817157195,Laptop,True,0.4430405740933031,None,Urban
8.426114810134052,,3.491217104948927,Smartphone,True,0.6108168931498058,None,
16.848760742661526,Female,5.037659667598586,Smartphone,True,0.5174262834183826,Poor Sleep,Urban
,,4.108080545390819,TV,True,0.48027575076302736,Poor Sleep,Rural
17.5293045091512,Female,3.2645799706824734,,True,0.3161181394941642,"Poor Sleep, Eye Strain",Urban
16.636626754756794,Male,4.622597552294448,Smartphone,False,0.31285762230315745,Poor Sleep,
16.08503009972705,Male,5.191768192856629,Smartphone,True,0.2953433394520592,"Poor Sleep, Eye Strain",Urban
9.449352787295597,Female,1.5960140948790469,Laptop,True,,"Poor Sleep, Eye Strain",Urban
12.043553992689873,Male,6.02138877876984,,False,0.34814375277085263,"Poor Sleep, Eye Strain, Anxiety",Urban
15.261168446459292,Female,2.9116498551178527,Smartphone,True,0.39534807605401917,Eye Strain,Urban
,Male,5.3673792022165765,TV,True,,"Poor Sleep, Eye Strain, Anxiety, Obesity Risk",Rural
10.983484222035475,Male,2.7680172088586965,Smartphone,True,0.4722374688898626,None,Urban
17.070836921042094,Female,5.462760588554411,Smartphone,False,0.3894558433762957,Anxiety,Urban
18.45070694188434,Male,,Smartphone,True,0.35576416566333,None,Rural
,Female,5.349923394739582,TV,True,0.3954461075179406,None,Rural
18.70534342372153,Male,,TV,True,0.3616341648385151,None,Urban
17.33598649826328,Male,3.8553323207514025,Smartphone,True,0.42695647440231554,None,Urban
8.596512583586218,Female,5.564057588074154,TV,True,0.44036244627545046,None,Rural
7.912345029904876,Female,6.990981086633067,,True,0.41010315569051997,None,
13.99270454109311,Male,5.8882683882656535,Tablet,True,0.3774538144039337,Poor Sleep,Rural
10.112997979064966,Male,5.558415254444117,Laptop,,0.5724794104896721,None,Rural
18.15097859174002,Male,7.48040730644956,Smartphone,,0.48451628113599715,,Rural
16.710992974954618,Male,2.9735610787467897,Laptop,True,0.4073930142654283,Poor Sleep,Urban
18.761858297524725,Female,4.249625852233157,Smartphone,True,0.40229990318763226,None,Urban
18.497638824474933,Female,7.5361650235673165,Laptop,True,,None,Urban
7.822399498973087,Female,2.0264510672481153,Smartphone,True,0.5477452230519849,Eye Strain,Urban
17.780897523360306,Female,5.74539346080728,Tablet,,0.42932180573586287,"Poor Sleep, Obesity Risk",Rural
11.056512312403157,Male,4.469640235543678,Smartphone,True,0.3172774060439256,Poor Sleep,Urban
8.968606730573306,Female,5.508769631059119,,True,0.6013402786275247,Anxiety,Urban
,Female,3.6084972655851923,,True,0.3493093952782475,None,Urban
8.612155870421601,Male,7.573452871557217,Smartphone,True,0.5000799424758493,Eye Strain,Urban
,Female,5.737235843487125,TV,True,0.42469243400799117,None,Rural
,Female,4.085717637133674,Smartphone,True,0.34235243023340456,Poor Sleep,
12.97514050746838,Female,4.209600800351667,Smartphone,True,0.43717165320831275,Poor Sleep,Urban
16.823089721809666,Female,4.52602479007075,,True,,Poor Sleep,Urban
14.751018772128111,Female,5.369063270210186,,True,0.49050032066092025,"Poor Sleep, Eye Strain, Anxiety, Obesity Risk",Urban
10.640100311087764,Male,6.975456626466764,TV,True,0.5102473771253373,,Urban
10.48459109042611,,,Smartphone,True,0.3334151510897978,None,
8.062287534947936,Male,1.9803624787017209,TV,False,0.5437568995614498,"Poor Sleep, Eye Strain",Rural
13.316225617881258,Male,4.730965021874734,TV,,0.45130158500091294,Poor Sleep,Urban
15.973682202164467,,,Laptop,True,0.3966365873289816,"Poor Sleep, Anxiety",
11.162392506446885,Female,4.044194513688603,Smartphone,,0.3312416921645692,Poor Sleep,Rural
15.553255807622257,,4.512951572523035,Smartphone,,0.4266687128983638,None,Urban
14.38289754356135,Female,7.782145946569546,Smartphone,True,0.423751071006577,Poor Sleep,Urban
16.449058027646018,Male,5.069038738646171,Tablet,True,,"Poor Sleep, Eye Strain, Obesity Risk",
